3,1,1099.11,438.50,41.88,109.65,1,-1,-1,-1
3,2,1015.18,430.35,43.51,119.97,1,-1,-1,-1
3,3,1256.49,448.80,34.61,101.07,1,-1,-1,-1
3,4,1054.95,484.42,38.58,108.38,1,-1,-1,-1
3,5,1090.40,482.15,34.53,117.85,1,-1,-1,-1
3,6,796.25,474.90,55.72,62.52,1,-1,-1,-1
3,7,1347.68,416.78,168.48,381.37,1,-1,-1,-1
3,8,585.66,443.00,88.78,268.90,1,-1,-1,-1
3,9,442.27,448.13,108.94,274.82,1,-1,-1,-1
3,10,375.57,446.52,42.77,104.98,1,-1,-1,-1
3,11,836.34,472.65,54.00,76.97,1,-1,-1,-1
3,12,915.49,481.40,94.72,113.60,1,-1,-1,-1
3,13,1483.47,442.66,113.16,331.31,1,-1,-1,-1
4,1,1098.91,439.17,41.35,108.32,1,-1,-1,-1
4,2,1015.10,431.03,42.88,118.10,1,-1,-1,-1
4,3,1256.62,448.65,34.85,101.90,1,-1,-1,-1
4,4,1054.52,484.49,38.64,108.52,1,-1,-1,-1
4,5,1090.36,482.45,34.50,117.71,1,-1,-1,-1
4,6,796.66,474.89,55.76,62.57,1,-1,-1,-1
4,7,1350.93,416.59,168.58,380.79,1,-1,-1,-1
4,8,586.94,445.34,87.51,265.18,1,-1,-1,-1
4,9,441.39,447.83,109.80,276.86,1,-1,-1,-1
4,10,375.64,446.96,42.57,104.60,1,-1,-1,-1
4,11,836.29,472.54,54.00,77.04,1,-1,-1,-1
4,12,915.52,481.69,94.65,113.53,1,-1,-1,-1
4,13,1489.66,450.27,110.71,324.15,1,-1,-1,-1
5,1,1098.93,438.79,41.21,108.10,1,-1,-1,-1
5,2,1014.69,431.04,42.83,117.75,1,-1,-1,-1
5,3,1256.89,448.39,34.98,102.37,1,-1,-1,-1
5,4,1054.39,484.82,38.55,108.19,1,-1,-1,-1
5,5,1090.41,482.54,34.44,117.53,1,-1,-1,-1
5,6,796.71,474.74,56.00,62.86,1,-1,-1,-1
5,7,1358.06,413.22,169.86,383.08,1,-1,-1,-1
5,8,587.15,445.17,87.47,265.37,1,-1,-1,-1
5,9,443.27,447.87,109.95,276.75,1,-1,-1,-1
5,10,375.64,447.10,42.41,104.34,1,-1,-1,-1
5,11,836.26,472.50,53.95,77.05,1,-1,-1,-1
5,12,915.54,482.30,94.37,113.07,1,-1,-1,-1
6,1,1099.31,438.57,41.38,108.62,1,-1,-1,-1
6,2,1014.85,431.32,42.65,117.11,1,-1,-1,-1
6,3,1256.91,447.52,35.10,102.87,1,-1,-1,-1
6,4,1055.18,485.22,38.63,108.43,1,-1,-1,-1
6,5,1090.64,482.56,34.48,117.68,1,-1,-1,-1
6,6,797.01,475.11,55.35,62.03,1,-1,-1,-1
6,7,1361.64,410.30,171.32,386.34,1,-1,-1,-1
6,8,586.55,444.31,87.94,266.87,1,-1,-1,-1
6,9,443.47,445.20,112.70,283.12,1,-1,-1,-1
6,10,375.60,447.07,42.65,105.11,1,-1,-1,-1
6,11,836.05,472.92,53.64,76.63,1,-1,-1,-1
6,12,915.66,483.21,93.69,112.06,1,-1,-1,-1
6,13,1491.75,434.02,117.56,342.02,1,-1,-1,-1
7,1,1099.90,439.11,40.95,107.36,1,-1,-1,-1
7,2,1013.90,432.04,42.58,117.07,1,-1,-1,-1
7,3,1256.52,447.36,34.82,102.13,1,-1,-1,-1
7,4,1054.52,485.29,38.54,108.09,1,-1,-1,-1
7,5,1090.69,482.49,34.49,117.74,1,-1,-1,-1
7,6,796.61,475.25,55.22,61.87,1,-1,-1,-1
7,7,1368.37,412.11,169.68,383.14,1,-1,-1,-1
7,8,586.48,447.26,86.63,262.70,1,-1,-1,-1
7,9,443.34,445.50,113.97,285.06,1,-1,-1,-1
7,10,375.68,447.61,42.42,104.55,1,-1,-1,-1
7,11,835.89,472.51,54.05,77.30,1,-1,-1,-1
7,12,915.20,482.75,94.10,112.41,1,-1,-1,-1
7,13,1495.25,430.43,119.39,343.74,1,-1,-1,-1
8,1,1100.26,438.82,40.77,106.71,1,-1,-1,-1
8,2,1013.81,433.60,41.80,114.95,1,-1,-1,-1
8,3,1256.68,447.79,34.58,101.43,1,-1,-1,-1
8,4,1054.32,485.52,38.63,108.31,1,-1,-1,-1
8,5,1090.82,482.05,34.61,118.31,1,-1,-1,-1
8,6,796.50,475.16,55.78,62.49,1,-1,-1,-1
8,7,1378.05,411.39,170.48,387.48,1,-1,-1,-1
8,8,585.42,445.37,87.80,266.55,1,-1,-1,-1
8,9,443.66,445.77,114.86,285.70,1,-1,-1,-1
8,10,375.50,447.12,42.50,104.76,1,-1,-1,-1
8,11,836.20,472.56,53.75,76.93,1,-1,-1,-1
8,12,914.94,482.44,94.64,112.96,1,-1,-1,-1
8,13,1494.21,421.64,125.87,358.95,1,-1,-1,-1
9,1,1099.99,438.77,41.03,107.24,1,-1,-1,-1
9,2,1013.24,433.40,42.26,116.34,1,-1,-1,-1
9,3,1256.75,447.41,34.69,101.71,1,-1,-1,-1
9,4,1054.46,487.02,38.18,106.97,1,-1,-1,-1
9,5,1090.88,481.88,34.49,118.05,1,-1,-1,-1
9,6,796.35,475.26,55.92,62.59,1,-1,-1,-1
9,7,1384.30,407.91,171.97,395.64,1,-1,-1,-1
9,8,584.40,443.87,88.64,269.23,1,-1,-1,-1
9,9,445.77,446.50,115.01,283.98,1,-1,-1,-1
9,10,375.23,446.73,42.58,105.11,1,-1,-1,-1
9,11,836.19,472.65,53.70,76.86,1,-1,-1,-1
9,12,914.93,482.45,94.75,112.96,1,-1,-1,-1
9,13,1505.67,417.33,129.05,364.77,1,-1,-1,-1
10,1,1099.78,438.75,41.21,107.52,1,-1,-1,-1
10,2,1013.83,433.99,41.59,114.31,1,-1,-1,-1
10,3,1256.71,447.15,34.65,101.54,1,-1,-1,-1
10,4,1054.78,486.29,38.50,107.88,1,-1,-1,-1
10,5,1090.94,481.55,34.44,118.09,1,-1,-1,-1
10,6,796.49,475.10,56.13,62.75,1,-1,-1,-1
10,7,1394.89,405.65,171.30,402.21,1,-1,-1,-1
10,8,584.98,442.91,88.98,270.56,1,-1,-1,-1
10,9,446.54,445.84,115.78,283.35,1,-1,-1,-1
10,10,375.11,446.51,42.61,105.38,1,-1,-1,-1
10,11,835.90,472.69,53.72,76.89,1,-1,-1,-1
